Title,Website,Phone Number,Category,Reviews,Rating,Longitude,Latitude,Facility Wifi,Facility Projector,Facility Food & Drink,Facility Whiteboard,Facility AV Equipment,Facility Stationeries,Harga,Kapasitas,Size Room,Address,Kabupaten,Review,Image,Review_preprocessed,clean stopword
Hotel Bidakara Meeting Room,http://www.bidakarahotel.com,2183793555,Meeting room,393,4.5,106.8420181,-6.2401633,Yes,Yes,Yes,Yes,No,No,1425000,70,Large,Jl. Gatot Subroto. RT.8/RW.8. Menteng Dalam. Kec. Tebet. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12870,Jakarta Selatan,"Hotelnya oke. Parkiran luas cm agak jauh dr hotel, Hotel dengan lokasi strategis dan lahan parkir yang luas. Cocok untuk kegiatan kantor dan transit untuk urusan bisnis, byk meeting room yg ditawarkan dengan harga yg kompetitif. ad mesjid di basement, foodcourt, minimart, kios jajanan, travel dll. komplit deh, real hotel, ruang meeting dan menara bidakara luas banget. Muter2 capek juga brow, Mantap tuk event2 tingkat nasional, Rakornas, seminar dll. Parkiran luas cm agak jauh dr hotel, lokasi strategis dan lahan parkir yang luas. Cocok untuk kegiatan kantor dan transit untuk urusan bisnis, parkir luas fasilitas pendukung bagus dan lokasi yg strategis, Parkir mobil terlalu mahal, Parkir luas",26.jpg,hotel oke parkiran luas cm agak jauh dr hotel hotel dengan lokasi strategis dan lahan parkir yang luas cocok untuk kegiatan kantor dan transit untuk urusan bisnis byk meeting room yg ditawarkan dengan harga yg kompetitif ad mesjid di basement foodcourt minimart kios jajanan travel dll komplit deh real hotel ruang meeting dan menara bidakara luas banget muter capek juga brow mantap tuk event tingkat nasional rakornas seminar dll parkiran luas cm agak jauh dr hotel lokasi strategis dan lahan parkir yang luas cocok untuk kegiatan kantor dan transit untuk urusan bisnis parkir luas fasilitas pendukung bagus dan lokasi yg strategis parkir mobil terlalu mahal parkir luas,hotel oke parkir luas cm dr hotel hotel lokasi strategis lahan parkir luas cocok giat kantor transit urus bisnis byk meeting room yg tawar harga yg kompetitif ad mesjid basement foodcourt minimart kios jajan travel dll komplit deh real hotel ruang meeting menara bidakara luas banget muter capek brow mantap tuk event tingkat nasional rakornas seminar dll parkir luas cm dr hotel lokasi strategis lahan parkir luas cocok giat kantor transit urus bisnis parkir luas fasilitas dukung bagus lokasi yg strategis parkir mobil mahal parkir luas
Paragon Meeting & Conference Room,https://paragon.co.id,213917070,Event venue,43,4.3,106.830902,-6.187038,Yes,Yes,Yes,Yes,Yes,Yes,370000,60,Large,Jl. KH Wahid Hasyim No.31a. RT.18/RW.6. Kb. Sirih. Kec. Menteng. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10340,Jakarta Pusat,"sarana meeting yang lengkap..cocok deh buat pertemuan meeting dengan relasi bisnis, Bagus untuk meeting. Fasilitasnya saja yg harus diperbarui., sarana meeting yang lengkap..cocok deh buat pertemuan meeting dengan relasi bisnis, Bagus untuk meeting",27.jpg,sarana meeting yang lengkap cocok deh buat pertemuan meeting dengan relasi bisnis bagus untuk meeting fasilitas saja yg harus diperbarui sarana meeting yang lengkap cocok deh buat pertemuan meeting dengan relasi bisnis bagus untuk meeting,sarana meeting lengkap cocok deh temu meeting relasi bisnis bagus meeting fasilitas yg sarana meeting lengkap cocok deh temu meeting relasi bisnis bagus meeting
Nusa Indah Meeting Room,http://millenniumhotels.com,212303636,Meeting room,2,3.0,106.8166371,-6.1827335,Yes,Yes,Yes,Yes,Yes,Yes,4200000,100,Large,Millineum Hotel Sirih Jkt. Jl. H. Fachrudin No.3. RT.1/RW.7. Kp. Bali. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10250,Jakarta Pusat,"harga sangat mahal, 3 bintang dari 5",28.jpg,harga sangat mahal bintang dari,harga mahal bintang
SQuare One (SQ) Function Hall & Meeting Rooms,https://squareonefunctionhall.com/,82122131088,Function room facility,11,4.8,106.7846396,-6.2941532,Yes,Yes,Yes,No,Yes,No,500000,15,Small,South Quarter. Jl. R.A. Kartini No.Kav. 8. RT.10/RW.4. West Cilandak. Cilandak. South Jakarta City. Jakarta 12430,Jakarta Selatan,"Tempatnya bagus sangat mendukung untuk meeting atau event lainnya, lokasi strategis dan penyewa sangat membantu, Ruangan luas, full AC, ada LED screen, kursinya banyak, ada tempat lokernya juga, soundnya bagus, Good place, cozy place, tempat oke",29.jpg,tempat bagus sangat mendukung untuk meeting atau event lain lokasi strategis dan penyewa sangat membantu ruangan luas full ac ada led screen kursi bak ada tempat loker juga sound bagus good place cozy place tempat oke,bagus dukung meeting event lokasi strategis sewa bantu ruang luas full ac led screen kursi bak loker sound bagus good place cozy place oke
SAMOFIS | Coworking Space | Virtual Office | Meeting Room,http://samofis.com,2131904292,Office space rental agency,56,4.9,106.8373009,-6.1927443,Yes,Yes,No,Yes,No,No,100000,8,Small,Jl. Cikini IV No.10. RT.15/RW.5. Cikini. Kec. Menteng. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10330,Jakarta Pusat,"Good place, tempatnya nyaman bersih dan wangi, pelayanannya ramah dan amanah, lokasi strategis berada di tengah kota deket mau kemana-mana, deket stasiun, warung makan, Aksesnya strategis, tempatnya nyaman, pelayanannya sangat ramah, kinerjanya cepat. Terimakasih SamOfi, Tempatnya strategis, tempatnya jg nyaman, spacenya lumayan luas, fasilitas jg lengkap dan managementnya jg helpfull",30.jpg,good place tempat man bersih dan wangi pelayanan ramah dan amanah lokasi strategis berada di tengah kota deket mau kemana mana deket stasiun warung makan akses strategis tempat man pelayanan sangat ramah kinerja cepat terimakasih samofi tempat strategis tempat jg man space lumayan luas fasilitas jg lengkap dan management jg helpfull,good place man bersih wangi layan ramah amanah lokasi strategis kota deket deket stasiun warung makan akses strategis man layan ramah cepat terimakasih samofi strategis jg man space lumayan luas fasilitas jg lengkap management jg helpfull
UnionSPACE - Metropolitan Tower (Serviced Office | Virtual Office | Meeting Room | Coworking),https://unionspace.co.th/Metropolitan-Tower.html,2129222922,Coworking space,189,4.6,106.7848043,-6.29297,Yes,Yes,Yes,Yes,No,Yes,300000,18,Small,Metropolitan Tower Lantai 13A Jl. R. A. Kartini. Jl. TB Simatupang No.Kav. 14. RT.10/RW.4. Cilandak Bar.. Kec. Cilandak. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12430,Jakarta Selatan,"Nice place, Nice people !! Waktu saya dateng di sambut dengan baik  dengan kopi hangat yang sangat nikmat. Nyaman untuk bekerja,internet nya cepat, interior nya juga bagus cocok unuk hangout dan foto foto, Free coffee, good wifi & lots of friends, interior yang menarik didukung pula dengan internet cepat, cocok untuk meeting, suasananya cozy, dengan pelayanan staffnya yang ramah dan koperatif, Tempat udud deket parkir motor, hanya untuk ahli hisap, Ojol anter barang  bntar doang suruh bayar parkir",31.jpg,nice place nice people waktu saya dateng di sambut dengan baik dengan kopi hangat yang sangat nikmat man untuk bekerja internet cepat interior juga bagus cocok unuk hangout dan foto foto free coffee good wifi lots of friends interior yang menarik didukung pula dengan internet cepat cocok untuk meeting suasana cozy dengan pelayanan staff yang ramah dan koperatif tempat udud deket parkir motor ha untuk ahli hisap ojol anter barang bntar doang suruh bayar parkir,nice place nice people dateng sambut kopi hangat nikmat man internet cepat interior bagus cocok unuk hangout foto foto free coffee good wifi lots of friends interior tarik dukung internet cepat cocok meeting suasana cozy layan staff ramah koperatif udud deket parkir motor ha ahli hisap ojol anter barang bntar doang suruh bayar parkir
Avenue8 Offices,http://avenue8offices.com,2150200889,Coworking space,121,4.8,106.8276768,-6.1868509,Yes,Yes,Yes,Yes,No,No,200000,16,Small,Tamansari Parama Office. Jl. KH Wahid Hasyim No.84. RW.3. Kb. Sirih. Kec. Menteng. Jakarta. Daerah Khusus Ibukota Jakarta 10340,Jakarta Pusat,"Design meeting room nya professional and comfortable cocok buat team meeting or ketemu client. Lokasi juga sangat strategis, Pertama kali nya ngelihat desain bangunan sebagus ini dan ruangan nya bersih .salah satu tempat meeting room Jakarta yang paling oke sih, Tempat meeting ini dekat dan strategis, mudah dijnagkau. Meeting room ter best di jakarta,Virtual office Jakarta dengan arsitektur yang keren, Wifi juga kencang dan bersih banget",32.jpg,design meeting room professional and comfortable cocok buat team meeting or ketemu client lokasi juga sangat strategis pertama kali ngelihat desain bangunan sebagus ini dan ruangan bersih salah satu tempat meeting room jakarta yang paling oke sih tempat meeting ini dekat dan strategis mudah dijnagkau meeting room ter best di jakarta virtual office jakarta dengan arsitektur yang keren wifi juga kencang dan bersih banget,design meeting room professional and comfortable cocok team meeting or ketemu client lokasi strategis ngelihat desain bangun bagus ruang bersih salah meeting room jakarta oke sih meeting strategis mudah dijnagkau meeting room ter best jakarta virtual office jakarta arsitektur keren wifi kencang bersih banget
KEDASI @ The Cause Event Space & Auditorium,http://kedasi.co.id,81902330677,Event venue,64,4.5,106.8158076,-6.1971335,Yes,No,Yes,Yes,No,No,120000,20,Medium,Graha Niaga Thamrin Level 6. Kebon Kacang. Jl. K.H. Mas Mansyur. RT.2/RW.8. Kb. Melati. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10230,Jakarta Pusat,"Tempat yang bagus untuk acara atau kegiatan meeting. Fleksibel, cukup murah, empat yang bagus untuk rapat umum, Pertemuan di sini enak tempstnya dapat makanannya jg enak..Keren, Parkiran sempit, kalo lg acara diaudit dengan jumlah besar akan kesulitan cari parkir. Begitu juga saat selesai acara, harus sabar menunggu lift",33.jpg,tempat yang bagus untuk acara atau kegiatan meeting fleksibel cukup murah empat yang bagus untuk rapat umum pertemuan di sini enak tempst dapat makanan jg enak keren parkiran sempit kalo lg acara diaudit dengan jumlah besar akan kesulitan cari parkir begitu juga saat selesai acara harus sabar menunggu lift,bagus acara giat meeting fleksibel murah bagus rapat temu tempst makan jg keren parkir sempit kalo lg acara audit sulit cari parkir selesai acara sabar tunggu lift
Kapuas Grand Ball Room,http://industri.orchardzhotel.com,2162317788,Meeting room,7,4.7,106.8359332,-6.1477728,Yes,Yes,Yes,Yes,Yes,Yes,5000000,200,Large,Orchardz Hotel. Jl. Industri Raya No.16. RT.16/RW.3. North Gunung Sahari. Sawah Besar. Central Jakarta City. Jakarta 10720,Jakarta Pusat,"Ruangannya cukup luas dan nyaman untuk rapat , Cukup representative utk acara atau kegiatan baik formal maupun non formal, Bagus dan nyaman ",34.jpg,ruangan cukup luas dan man untuk rapat cukup representative utk acara atau kegiatan baik formal maupun non formal bagus dan man,ruang luas man rapat representative utk acara giat formal non formal bagus man
vOffice Indonesia - Headquarter (Virtual Office | Serviced Office | Event Space | Meeting Room),http://voffice.co.id,81280055105,Office space rental agency,471,4.9,106.8207909,-6.2300537,Yes,Yes,Yes,Yes,No,No,250000,20,Medium,Level 29 Centennial Tower. Jl. Gatot Subroto No.27. RT.2/RW.2. Karet Semanggi. Kecamatan Setiabudi. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12950,Jakarta Selatan,"Lokasi yang sangat strategis, fasilitas yang lengkap dan staff yang ramah dan responsif,sangat membantu perusahaan kami, Very Nice place to work, fasilitas komplit, tidak perlu repot2 untuk mengurus hal2 yang kecil seperti disediakan minum ketika meeting, disediakan OB untuk membersihkan kantor dan fasilitas pantry.. wifi dan telp jg sudah disediakan.. 👍🏼👍🏼👍🏼 recomended",35.jpg,lokasi yang sangat strategis fasilitas yang lengkap dan staff yang ramah dan responsif sangat membantu perusahaan kami very nice place to work fasilitas komplit tidak perlu repot untuk mengurus hal yang kecil seperti disediakan minum ketika meeting disediakan ob untuk membersihkan kantor dan fasilitas pantry wifi dan telp jg sudah disediakan recomended,lokasi strategis fasilitas lengkap staff ramah responsif bantu usaha very nice place to work fasilitas komplit repot urus sedia minum meeting sedia ob bersih kantor fasilitas pantry wifi telp jg sedia recomended
KEDASI @Pluit | Co-Working Space | Serviced Office | Virtual Office | Meeting Room,http://kedasi.co.id,2122672230,Coworking space,14,5.0,106.7820138,-6.1170324,Yes,No,Yes,Yes,No,No,75000,12,Small,Jalan Muara Karang Raya No.24 A-B Lantai 2-3. RT.11/RW.3. Pluit. Penjaringan. North Jakarta City. Jakarta 14450,Jakarta Utara,"Di Kedasi akhirnya saya & team dpt tempat kerja yg bikin betah. Jadi ngak usah pindah-pindah lagi kaya sebelumnya deh, Kerja di Kedasi memang nyaman... temen2 Aja sample keasikan , Mantappp tempatnya,pelayananya juga OK,,suasananya nyaman jadi bikin Betah dan lama-lama di Kedasi..haha",36.jpg,di kedasi akhir saya team dpt tempat kerja yg bikin betah jadi ngak usah pindah pindah lagi kaya sebelum deh kerja di kedasi memang man temen aja sample keasikan mantap tempat pelayana juga ok suasana man jadi bikin betah dan lama lama di kedasi haha,das team dpt yg bikin betah ngak pindah pindah kaya deh das man temen aja sample asi mantap pelayana ok suasana man bikin betah das haha
Royal Ballroom Royal Kuningan Hotel Jakarta,http://www.royalkuningan.com,2129380738,Meeting room,70,4.5,106.8301607,-6.206857,Yes,No,Yes,Yes,Yes,Yes,12000000,100,Large,Royal Kuningan Hotel. Jl. Kuningan Mulia No.2. RT.1/RW.6. Guntur. Kecamatan Setiabudi. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12980,Jakarta Selatan,"Tempat parkir juga cukup luas... sehingga membuat nyaman para tamu yang datang ke tempat ini, hotelnya mudah dijangkau, kualitas ruang meeting baik, rasa makanan enak, Lobby nyaman, harga makanannya juga terjangkau, akses mudah dicapai dan mudah ditemui, parkiran luas dan aman",37.jpg,tempat parkir juga cukup luas sehingga membuat man para tamu yang datang ke tempat ini hotel mudah dijangkau kualitas ruang meeting baik rasa makanan enak lobby man harga makanan juga terjangkau akses mudah dicapai dan mudah ditemui parkiran luas dan aman,parkir luas man tamu hotel mudah jangkau kualitas ruang meeting makan lobby man harga makan jangkau akses mudah capai mudah temu parkir luas aman
The Executive Centre - Sampoerna Strategic Square,http://executivecentre.com,215750800,Coworking space,11,4.5,106.8182258,-6.2167906,Yes,Yes,No,Yes,No,No,170000,12,Small,Level 18 & 30. South Tower. Sampoerna Strategic Square. Jl. Jenderal Sudirman No.Kav. 45-46. RT.3/RW.4. Karet Semanggi. Jakarta. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12930,Jakarta Selatan,Great Offices!,38.jpg,great offices,great offices
HARRIS Hotel Tebet Jakarta,http://tebet-jakarta.harrishotels.com,218303355,Meeting room,22,4.2,106.8479561,-6.2230159,Yes,Yes,Yes,Yes,Yes,Yes,250000,30,Medium,Jl. Dr. Saharjo No.191. RT.6/RW.1. Manggarai Sel.. Kec. Tebet. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12960,Jakarta Selatan,"meeting room ok, Ruang meeting bersih dg desain simple, Coffee break lezat,
Ruang meeting bervarian, namun ada yg sempit, Meeting room Harris cukup oke, Makanannya enak juga, Ruang meeting sangat recommended, Tidak ada koordinasi antara vendor parkir dan hotel, musholla ny jauh dr ruang meeting dan ada di parkiran B2 itu bikin ilfeel sih",39.jpg,meeting room ok ruang meeting bersih dg desain simple coffee break lezat ruang meeting bervarian namun ada yg sempit meeting room harris cukup oke makanan enak juga ruang meeting sangat recommended tidak ada koordinasi antara vendor parkir dan hotel musholla ny jauh dr ruang meeting dan ada di parkiran b itu bikin ilfeel sih,meeting room ok ruang meeting bersih dg desain simple coffee break lezat ruang meeting varian yg sempit meeting room harris oke makan ruang meeting recommended koordinasi vendor parkir hotel musholla ny dr ruang meeting parkir bikin ilfeel sih
Virtual Office. Meeting Room. Event Space & Serviced Office - Deskby.com,http://deskby.com,85770003700,Meeting room,12,4.8,106.807781,-6.2240502,Yes,Yes,No,Yes,Yes,No,240000,4,Small,IDX Incubator. Menara Mandiri I. 16th Floor. Jl. Jenderal Sudirman No.Kav 54-55. RT.5/RW.3. Senayan. Kec. Kby. Baru. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12190,Jakarta Selatan,"Tempat yang nyaman untuk bekerja di kawasan SCBD, Di dekat sini pun dekat dengan stasiun MRT baru, tempatnya cozy buat start up, Tempatnya bagus dan homie banget, dengan design yg menarik lalu penggunaan warna yang enak juga, Nyaman juga tempat untuk meetingnya",40.jpg,tempat yang man untuk bekerja di kawasan scbd di dekat sini pun dekat dengan stasiun mrt baru tempat cozy buat start up tempat bagus dan homie banget dengan design yg menarik lalu penggunaan warna yang enak juga man juga tempat untuk meeting,man kawasan scbd stasiun mrt cozy start up bagus homie banget design yg tarik warna man meeting
CEO SUITE One Pacific Place,http://ceosuite.com,2125502550,Business center,236,4.0,106.8102582,-6.2241031,Yes,Yes,Yes,Yes,Yes,Yes,200000,30,Medium,One Pacific Place. 15th Floor. Jl. Jenderal Sudirman No.Kav. 52-53. RT.5/RW.3. Senayan. Kec. Kby. Baru. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12190,Jakarta Selatan,"suasana nyaman dengan interior yang mewah dan didukung oleh keramahan pelayanan staff yang terjaga, highly recommended, ruang meetingnya keren, Enak loh ngantor disini, lokasi nya oke, staff nya jg professional..gak nyesel milih berkantor disini, Design interiornya sangat mewah dan saya disambut dengan hangat oleh resepsionis yang ramah dan profesional. Dapat dikatakan bahwa CEO SUITE merupakan kantor berbintang 5, Saya mendapatkan pengalaman yang sangat menyenangkan dalam menggunakan fasilitas dan service CEO SUITE",41.jpg,suasana man dengan interior yang mewah dan didukung oleh keramahan pelayanan staff yang terjaga highly recommended ruang meeting keren enak loh ngantor disini lokasi oke staff jg professional gak nyesel milih berkantor disini design interior sangat mewah dan saya disambut dengan hangat oleh resepsionis yang ramah dan profesional dapat dikatakan bahwa ceo suite merupakan kantor berbintang saya mendapatkan pengalaman yang sangat menyenangkan dalam menggunakan fasilitas dan service ceo suite,suasana man interior mewah dukung ramah layan staff jaga highly recommended ruang meeting keren loh ngantor lokasi oke staff jg professional gak nyesel milih kantor design interior mewah sambut hangat resepsionis ramah profesional ceo suite kantor bintang alam senang fasilitas service ceo suite
SMESCO Indonesia,http://smescoindonesia.com,2127535400,Meeting room,128,4.5,106.835313,-6.241994,No,Yes,Yes,No,Yes,No,500000,15,Small,Jl. Gatot Subroto. RT.11/RW.3. Pancoran. Kec. Pancoran. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12780,Jakarta Selatan,"Gedung yang sangat luas, parkir yang cukup baik. Kebersihan fasilitas umum seperti eskalator, toilet dll sangat baik, Tempat seminar yang nyaman untuk banyak orang tersedia food court untuk para pengunjung namun kurang nya tempat duduk yang menjadi kurang nyaman, untuk akses naik busway juga gampang tinggal jalan sedikit untuk ke haltenya, Gedung unik, Tempatnya luass, Ada mesjidnya juga",42.jpg,gedung yang sangat luas parkir yang cukup baik kebersihan fasilitas umum seperti eskalator toilet dll sangat baik tempat seminar yang man untuk bak orang tersedia food court untuk para pengunjung namun kurang tempat duduk yang menjadi kurang man untuk akses naik busway juga gampang tinggal jalan sedikit untuk ke halte gedung unik tempat luass ada mesjid juga,gedung luas parkir bersih fasilitas eskalator toilet dll seminar man bak sedia food court unjung duduk man akses busway gampang tinggal jalan halte gedung unik luass mesjid
Ruang Kita,http://ruangkitatebet.com,2183795498,Function room facility,228,4.4,106.8460832,-6.2398112,Yes,Yes,No,Yes,Yes,No,187500,10,Small,Jl. Tebet Barat Dalam VII No.21. RT.9/RW.6. Tebet Bar.. Kec. Tebet. Kota Jakarta Selatan. Daerah Khusus Ibukota Jakarta 12810,Jakarta Selatan,"Tempatnya bersih dan nyaman banget untuk belajar, training, atau meeting yang tidak terlalu formal, Seperti di rumah tapi tetap bisa serius. Memang parkiran terbatas dan sekat antar ruangan tidak kedap suara, Tempatnya kondusif serta suasana ruangan sangat nyaman untuk digunakan. Akses ke jalan tol, tempat makan, dan mini market juga mudah untuk dijangkau. Pelayanannya pun ramah dan sangat welcome dalam membantu apabila kami memerlukan berbagai hal, biaya yang cukup terjangkau, Ruang Kita mampu menjadi tempat yang sangat recommended untuk menyelenggarakan berbagai acara, Tempatnya nyaman untuk buat berbagai kegiayan seminar dan workshop. Lengkap dengan refreshment area dan musholla. Hanya saja tempat parkirnya tidak terlalu luas, Tapi sayang parkirannya super dikit banget jadi kadang parkir di pinggir jalan, Cuma ga ada tempat parkir dan lumayan jauh dari tempat penjual makanan sih, Parkiran jg sangat terbatas, Parkir mobil perlu sedikit usaha, Tempatnya asik buat workshop sayang parkiran sempit, Ruang nya enak, hanya parkirnya sangat sempit, Parkir sempit",43.jpg,tempat bersih dan man banget untuk belajar training atau meeting yang tidak terlalu formal seperti di rumah tapi tetap bisa serius memang parkiran terbatas dan sekat antar ruangan tidak kedap suara tempat kondusif serta suasana ruangan sangat man untuk digunakan akses ke jalan tol tempat makan dan mini market juga mudah untuk dijangkau pelayanan pun ramah dan sangat welcome dalam membantu apabila kami memerlukan berbagai hal biaya yang cukup terjangkau ruang kita mampu menjadi tempat yang sangat recommended untuk menyelenggarakan berbagai acara tempat man untuk buat berbagai kegiayan seminar dan workshop lengkap dengan refreshment area dan musholla ha saja tempat parkir tidak terlalu luas tapi sayang parkiran super dikit banget jadi kadang parkir di pinggir jalan cuma ga ada tempat parkir dan lumayan jauh dari tempat penjual makanan sih parkiran jg sangat terbatas parkir mobil perlu sedikit usaha tempat asik buat workshop sayang parkiran sempit ruang enak ha parkir sangat sempit parkir sempit,bersih man banget ajar training meeting formal rumah serius parkir batas sekat ruang kedap suara kondusif suasana ruang man akses jalan tol makan mini market mudah jangkau layan ramah welcome bantu biaya jangkau ruang recommended selenggara acara man kegiayan seminar workshop lengkap refreshment area musholla ha parkir luas sayang parkir super dikit banget kadang parkir pinggir jalan ga parkir lumayan jual makan sih parkir jg batas parkir mobil usaha asik workshop sayang parkir sempit ruang ha parkir sempit parkir sempit
Regus - Jakarta Menara BCA Grand Indonesia,http://regus.com,2123584400,Office space rental agency,194,4.5,106.821749,-6.19557,Yes,Yes,No,Yes,Yes,No,250000,10,Small,Menara BCA Grand Indonesia JI. Jl. M.H. Thamrin No.1. RT.1/RW.5. Menteng. Jakarta. Central Jakarta City. Jakarta 10310,Jakarta Pusat,"Good Location for Office, Clean and nyaman, higt Business atmosfer, tenang, buat meeteng dan konsentrasi tinggi jauh dari hiruk pikuk bising nya jalanan ibu kota, karena ada di lantai 50, kitchen nya rapih dan bersih, toilet bersih, ada mushollah, lobby, ruang tamu, resepsionist, think pod, dan ada sofa, keren deh pokok nya buat anak muda cocok bgt, regus keren,  Sewa ruang kantor yang bagus. Harga sewanya terjangkau & sudah termasuk meeting room, Wifi, printer & fax,  sumpah keren banget parkir liarnya kurang dari 5 menit disuruh bayar 5.000 terus ngotot lagi ..security nya juga payah banget masa parkir liar di izinin ama securtynya langsung hebat hebt..... ngasih kertas mengatas namamkan MENARA BCA GRAND INDONESIA keren banget yah salut dah sukses terus",44.jpg,good location for office clean and man higt business atmosfer tenang buat meeteng dan konsentrasi tinggi jauh dari hiruk pikuk bising jalanan ibu kota karena ada di lantai kitchen rapih dan bersih toilet bersih ada mushollah lobby ruang tamu resepsionist think pod dan ada sofa keren deh pokok buat anak muda cocok bgt regus keren sewa ruang kantor yang bagus harga sewa terjangkau sudah termasuk meeting room wifi printer fax sumpah keren banget parkir liar kurang dari menit disuruh bayar terus ngotot lagi security juga payah banget masa parkir liar di izinin ama securty langsung hebat hebt ngasih kertas mengatas namamkan menara bca grand indonesia keren banget yah salut dah sukses terus,good location for office clean and man higt business atmosfer tenang meeteng konsentrasi hiruk pikuk bising jalan kota lantai kitchen rapih bersih toilet bersih mushollah lobby ruang tamu resepsionist think pod sofa keren deh pokok anak muda cocok bgt regus keren sewa ruang kantor bagus harga sewa jangkau meeting room wifi printer fax sumpah keren banget parkir liar menit suruh bayar ngotot security payah banget parkir liar izinin ama securty hebat hebt ngasih kertas namamkan menara bca grand indonesia keren banget yah salut dah sukses
Kempinski Grand Ballroom,http://kempinski.com,2123583800,Event venue,400,4.7,106.8199265,-6.1951857,Yes,Yes,Yes,Yes,Yes,Yes,50000000,300,Large,Grand Indonesia. West Mall. Jl. M.H. Thamrin No.1. Daerah Khusus Ibukota Jakarta 10230,Jakarta Pusat,"Grand Ballroom.....fasilitas n pelayanan oke, Bagus, bersih, security dan staf yang ramah, car parking dan akses yang mudah menuju lobby dan ballroom, Terdapat restoran dan  lounge yang akan memanjakan selera kita, Tempat y bagus nyaman ballroom y luas, ballroom dan cukup impresif dalam hal fasilitas dan makanan dari pihak hotel, Pada jam tertentu jalanan menuju hotel ini sangat macet. Ballroom mereka cukup mewah, luas, bersih dan rapi. Staffnya cukup ramah, Tempat utk training nya di ballroom oke keren .... dan menu snack dan lunch nya .... menggiurkan rasa dan tampilan nya, Lokasi di tengah kota, parkiran luas, tempat nyaman",45.jpg,grand ballroom fasilitas n pelayanan oke bagus bersih security dan staf yang ramah car parking dan akses yang mudah menuju lobby dan ballroom terdapat restoran dan lounge yang akan memanjakan selera kita tempat y bagus man ballroom y luas ballroom dan cukup impresif dalam hal fasilitas dan makanan dari pihak hotel pada jam tertentu jalanan menuju hotel ini sangat macet ballroom mereka cukup mewah luas bersih dan rapi staff cukup ramah tempat utk training di ballroom oke keren dan menu snack dan lunch menggiurkan rasa dan tampilan lokasi di tengah kota parkiran luas tempat man,grand ballroom fasilitas layan oke bagus bersih security staf ramah car parking akses mudah lobby ballroom restoran lounge manja selera bagus man ballroom luas ballroom impresif fasilitas makan hotel jam jalan hotel macet ballroom mewah luas bersih rapi staff ramah utk training ballroom oke keren menu snack lunch giur tampil lokasi kota parkir luas man
CEO SUITE Sahid Sudirman Center,http://ceosuite.com,2180631888,Business center,56,4.4,106.8185809,-6.2108744,Yes,Yes,Yes,Yes,Yes,Yes,200000,30,Medium,Sahid Sudirman Centre. Jl. K.H. Mas Mansyur No.86. RT.10/RW.11. Karet Tengsin. Kecamatan Tanah Abang. Kota Jakarta Pusat. Daerah Khusus Ibukota Jakarta 10250,Jakarta Pusat,"Kantor mewah dengan layanan premium.
Mereka memiliki fasilitas kelas atas untuk mendukung pertemuan saya dan semua staf sangat profesional dan membantu, saya tidak pernah kecewa, ini akan dengan mudah menilai sebagai salah satu yang terbaik, Kantor yang sangat baik, layanan yang sangat baik.. tempat yang bagus untuk bekerja",46.jpg,kantor mewah dengan layanan premium mereka memiliki fasilitas kelas atas untuk mendukung pertemuan saya dan semua staf sangat profesional dan membantu saya tidak pernah kecewa ini akan dengan mudah menilai sebagai salah satu yang terbaik kantor yang sangat baik layanan yang sangat baik tempat yang bagus untuk bekerja,kantor mewah layan premium milik fasilitas kelas dukung temu staf profesional bantu kecewa mudah nilai salah kantor layan bagus
MULA Kotatua Jakarta,http://mulaindonesia.com,8119466466,Coworking space,252,5.0,106.8122585,-6.1340332,Yes,Yes,No,Yes,Yes,No,150000,20,Medium,Patokan : Seberang Halte Transjakarta (Busway) Museum Fatahillah. Jl. Kali Besar Timur 4 Blok Cipta Niaga No.37. Pinangsia. Kec. Taman Sari. Kota Jakarta Barat. Daerah Khusus Ibukota Jakarta 11110,Jakarta barat,"Coworking space yang letaknya sangat strategis di dekat tempat wisata Kota Tua, sudah beberapa kali mengunjungi mula dan tidak pernah kecewa, Tempatnya enak banget buat kerja. Adem, ga berisik. Tenang. Koneksi wifinya kenceng, Menyenangkan sekali pakai coworking space di sini. Wifi lancar, tempat nyaman, dan tidak ada gangguan sama sekali",47.jpg,coworking space yang letak sangat strategis di dekat tempat wisata kota tua sudah beberapa kali mengunjungi mula dan tidak pernah kecewa tempat enak banget buat kerja adem ga berisik tenang koneksi wifi kenceng menyenangkan sekali pakai coworking space di sini wifi lancar tempat man dan tidak ada gangguan sama sekali,coworking space letak strategis wisata kota tua unjung kecewa banget adem ga berisik tenang koneksi wifi kenceng senang pakai coworking space wifi lancar man ganggu
